263 13
0	31456	1	1	28	0.233	1	7.01000000000000000000e+02	2.10000000000000000000e+01	2.48453795909881591797e-01	8.27383327484130859375e+00	1.09266	0.822458326817
1	31456	1	1	28	0.227	1	7.22000000000000000000e+02	2.10000000000000000000e+01	2.55100250244140625000e-01	8.38631153106689453125e+00	1.09486	0.850577950478
2	31456	1	1	28	0.231	1	3.69000000000000000000e+02	1.40000000000000000000e+01	1.41845375299453735352e-01	6.46969079971313476562e+00	1.1	0.371422767639
3	31456	1	1	28	0.211	1	6.74000000000000000000e+02	2.00000000000000000000e+01	2.39617228507995605469e-01	8.12429141998291015625e+00	1.01261	0.785072922707
4	31456	1	1	28	0.995	1	7.97000000000000000000e+02	2.30000000000000000000e+01	2.79134809970855712891e-01	8.79305076599121093750e+00	1.04487	0.952262639999
5	31456	1	1	21	0.709	1	6.84000000000000000000e+02	2.10000000000000000000e+01	2.43001371622085571289e-01	8.18156147003173828125e+00	0.874094	0.799390435219
6	31456	1	1	36	0.556	1	6.48000000000000000000e+02	2.00000000000000000000e+01	2.31249868869781494141e-01	7.98268985748291015625e+00	0.939315	0.749672472477
7	31456	1	1	25	0.463	1	8.44000000000000000000e+02	2.40000000000000000000e+01	2.94344097375869750977e-01	9.05043888092041015625e+00	0.819148	1.01660966873
8	31456	1	1	1	0.377	1	9.32000000000000000000e+02	2.60000000000000000000e+01	3.22553098201751708984e-01	9.52782154083251953125e+00	0.348921	1.13595533371
9	31456	1	1	1	0.398	1	7.50000000000000000000e+02	2.20000000000000000000e+01	2.64129638671875000000e-01	8.53911685943603515625e+00	0.366186	0.888779222965
10	31456	1	1	1	0.395	1	4.68000000000000000000e+02	1.60000000000000000000e+01	1.73512309789657592773e-01	7.00559282302856445312e+00	0.37125	0.505398213863
11	31456	1	1	21	0.102	1	4.69000000000000000000e+02	1.60000000000000000000e+01	1.73999428749084472656e-01	7.01383638381958007812e+00	1.16125	0.507459104061
12	31456	1	1	40	0.483	1	5.55000000000000000000e+02	1.80000000000000000000e+01	2.01617196202278137207e-01	7.48121404647827148438e+00	1.35174	0.624303519726
13	31456	1	1	21	0.966	1	9.36000000000000000000e+02	2.60000000000000000000e+01	3.23911637067794799805e-01	9.55081272125244140625e+00	1.26963	1.14170312881
14	31456	1	1	3	0.437	1	9.18000000000000000000e+02	2.60000000000000000000e+01	3.18139672279357910156e-01	9.45313262939453125000e+00	0.433516	1.11728322506
15	31507	3	1	17	0.209	1	3.19000000000000000000e+02	1.20000000000000000000e+01	1.25647231936454772949e-01	6.19556856155395507812e+00	1.22653	0.302892118692
16	31507	3	1	37	0.240	1	5.42000000000000000000e+02	1.70000000000000000000e+01	1.97423875331878662109e-01	7.41025018692016601562e+00	1.34917	0.606562495232
