604 13
0	67228	6	1	10	0.361	134	2.10000000000000000000e+02	7.00000000000000000000e+00	6.90188884735107421875e-01	1.69528329372406005859e+00	1.26655	0.605755507946
1	67228	6	1	10	0.306	134	2.54000000000000000000e+02	2.20000000000000000000e+01	7.66160547733306884766e-01	1.80924081802368164062e+00	1.27075	0.909642159939
2	67228	6	0	0	0.000	134	2.05000000000000000000e+02	5.00000000000000000000e+00	6.81776225566864013672e-01	1.68266439437866210938e+00	1.27977	0.572104990482
3	67228	6	0	0	0.000	134	2.60000000000000000000e+02	2.40000000000000000000e+01	7.76888489723205566406e-01	1.82533276081085205078e+00	1.30121	0.952553927898
4	67228	6	0	0	0.000	134	1.69000000000000000000e+02	0.00000000000000000000e+00	6.21371567249298095703e-01	1.59205734729766845703e+00	1.31924	0.33048632741
5	67228	6	0	0	0.000	134	2.77000000000000000000e+02	3.00000000000000000000e+01	8.05473864078521728516e-01	1.86821079254150390625e+00	1.34298	1.06689548492
6	69317	6	1	4	0.326	134	2.52000000000000000000e+02	2.20000000000000000000e+01	7.62566268444061279297e-01	1.80384945869445800781e+00	1.87397	0.895265042782
7	69317	6	1	4	0.306	134	1.68000000000000000000e+02	0.00000000000000000000e+00	6.18911445140838623047e-01	1.58836710453033447266e+00	1.89682	0.320645749569
8	69317	6	1	4	0.190	134	2.76000000000000000000e+02	3.00000000000000000000e+01	8.03730189800262451172e-01	1.86559534072875976562e+00	2.00977	1.05992078781
9	69317	6	1	4	0.210	134	2.02000000000000000000e+02	4.00000000000000000000e+00	6.77479386329650878906e-01	1.67621910572052001953e+00	1.98894	0.554917633533
10	69317	6	0	0	0.000	134	2.10000000000000000000e+02	7.00000000000000000000e+00	6.90568029880523681641e-01	1.69585204124450683594e+00	2.30675	0.607272028923
11	69317	6	0	0	0.000	134	2.56000000000000000000e+02	2.30000000000000000000e+01	7.70123958587646484375e-01	1.81518590450286865234e+00	2.32836	0.925495743752
12	69317	6	0	0	0.000	134	2.84000000000000000000e+02	3.20000000000000000000e+01	8.17030787467956542969e-01	1.88554620742797851562e+00	2.35018	1.11312329769
13	69317	6	1	1	0.886	134	2.56000000000000000000e+02	2.30000000000000000000e+01	7.70040929317474365234e-01	1.81506145000457763672e+00	2.27071	0.92516374588
14	69317	6	1	2	0.167	134	2.36000000000000000000e+02	1.60000000000000000000e+01	7.35314130783081054688e-01	1.76297128200531005859e+00	2.24863	0.786256611347
15	69317	6	0	0	0.000	134	2.34000000000000000000e+02	1.50000000000000000000e+01	7.31554448604583740234e-01	1.75733160972595214844e+00	2.31697	0.771217763424
16	69317	6	0	0	0.000	134	1.83000000000000000000e+02	0.00000000000000000000e+00	6.44446730613708496094e-01	1.62667012214660644531e+00	2.33377	0.422786921263
17	74462	16	2	3	0.237	134	1.96000000000000000000e+02	2.00000000000000000000e+00	6.66672229766845703125e-01	1.66000843048095703125e+00	2.3219	0.511689007282
18	74462	16	0	0	0.000	134	2.21000000000000000000e+02	1.10000000000000000000e+01	7.09237933158874511719e-01	1.72385692596435546875e+00	1.83902	0.681951761246
19	74462	16	0	0	0.000	134	1.92000000000000000000e+02	1.00000000000000000000e+00	6.60082280635833740234e-01	1.65012347698211669922e+00	1.85831	0.485329180956
20	74462	16	0	0	0.000	134	2.24000000000000000000e+02	1.20000000000000000000e+01	7.15008497238159179688e-01	1.73251271247863769531e+00	1.87997	0.705033957958
21	74462	16	0	0	0.000	134	1.88000000000000000000e+02	0.00000000000000000000e+00	6.52578890323638916016e-01	1.63886833190917968750e+00	1.90113	0.455315589905
22	75180	16	2	13	0.884	134	2.58000000000000000000e+02	2.40000000000000000000e+01	7.72805571556091308594e-01	1.81920838356018066406e+00	2.31163	0.936222374439
23	75180	16	2	13	0.861	134	2.43000000000000000000e+02	1.80000000000000000000e+01	7.47222781181335449219e-01	1.78083419799804687500e+00	2.33056	0.833891153336
24	75180	16	1	6	0.967	134	2.66000000000000000000e+02	2.60000000000000000000e+01	7.86176085472106933594e-01	1.83926415443420410156e+00	3.02037	0.989704430103
25	75180	16	1	8	0.494	134	2.15000000000000000000e+02	9.00000000000000000000e+00	6.98955535888671875000e-01	1.70843327045440673828e+00	3.03916	0.640822172165
26	75180	16	1	8	0.847	134	2.67000000000000000000e+02	2.70000000000000000000e+01	7.89312481880187988281e-01	1.84396874904632568359e+00	3.05649	1.00224995613
27	75180	16	1	8	0.914	134	1.84000000000000000000e+02	0.00000000000000000000e+00	6.47119045257568359375e-01	1.63067853450775146484e+00	3.05983	0.433476209641
28	75180	16	1	8	0.946	134	2.09000000000000000000e+02	7.00000000000000000000e+00	6.89964532852172851562e-01	1.69494676589965820312e+00	3.06137	0.604858100414
29	75427	28	1	3	0.253	134	2.32000000000000000000e+02	1.50000000000000000000e+01	7.28147447109222412109e-01	1.75222122669219970703e+00	2.56793	0.757589817047
30	75427	28	1	3	0.228	134	2.82000000000000000000e+02	3.20000000000000000000e+01	8.13499867916107177734e-01	1.88024985790252685547e+00	2.58737	1.09899950027
31	75427	28	1	3	0.202	134	2.32000000000000000000e+02	1.50000000000000000000e+01	7.28383362293243408203e-01	1.75257503986358642578e+00	2.6069	0.758533537388
32	75427	28	1	3	0.181	134	2.59000000000000000000e+02	2.40000000000000000000e+01	7.75047659873962402344e-01	1.82257139682769775391e+00	2.62361	0.945190548897
33	75427	28	1	3	0.154	134	1.65000000000000000000e+02	0.00000000000000000000e+00	6.13174021244049072266e-01	1.57976102828979492188e+00	2.64363	0.297696173191
34	78393	31	2	13	0.503	134	2.68000000000000000000e+02	2.70000000000000000000e+01	7.90901899337768554688e-01	1.84635281562805175781e+00	3.03378	1.00860750675
35	78393	31	2	13	0.536	134	1.75000000000000000000e+02	0.00000000000000000000e+00	6.31353557109832763672e-01	1.60703027248382568359e+00	3.01011	0.370414167643
36	78393	31	2	13	0.573	134	2.56000000000000000000e+02	2.30000000000000000000e+01	7.69525587558746337891e-01	1.81428837776184082031e+00	2.98389	0.92310243845
37	78393	31	2	13	0.486	134	2.23000000000000000000e+02	1.20000000000000000000e+01	7.13769376277923583984e-01	1.73065412044525146484e+00	3.04572	0.700077533722
38	126436	6	2	3	0.103	134	2.17000000000000000000e+02	1.00000000000000000000e+01	7.02587842941284179688e-01	1.71388173103332519531e+00	2.12784	0.655351281166
39	126436	6	0	0	0.000	134	2.37000000000000000000e+02	1.60000000000000000000e+01	7.36764073371887207031e-01	1.76514613628387451172e+00	2.27391	0.792056381702
40	126436	6	0	0	0.000	134	2.62000000000000000000e+02	2.50000000000000000000e+01	7.79680013656616210938e-01	1.82951998710632324219e+00	2.29111	0.963719964027
41	126436	6	0	0	0.000	134	2.50000000000000000000e+02	2.10000000000000000000e+01	7.58823812007904052734e-01	1.79823565483093261719e+00	2.30828	0.880295217037
